,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE
472,Google,Pixelbook (Core,Ultrabook,"12.3""",Intel HD Graphics 615,Chrome OS,,1.1kg,"1275,00",2400x1600,Touchscreen,8,True,False,False,128,0,0,128
473,Dell,Latitude 7390,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.42kg,"1841,85",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
474,Asus,ZenBook Pro,Notebook,"15.6""",Intel HD Graphics 530,Windows,10,2.06kg,"1299,00",3840x2160,No Touchscreen,12,True,True,False,128,1000,0,1128
475,Dell,Latitude E5470,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.79kg,"740,00",1366x768,No Touchscreen,8,True,False,False,128,0,0,128
476,Dell,Precision M5520,Workstation,"15.6""",Nvidia Quadro M1200,Windows,10,1.78kg,"2408,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
477,Lenovo,Thinkpad T470,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.7kg,"1364,00",1920x1080,No Touchscreen,8,True,False,False,1,0,0,1
478,Dell,Inspiron 3576,Notebook,"15.6""",AMD Radeon 520,Windows,10,2.2kg,"675,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
479,Toshiba,Portege X30-D-10J,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.05kg,"1672,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
480,Dell,Inspiron 7570,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.16kg,"1262,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
481,Dell,Vostro 3568,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.18kg,"586,60",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
482,HP,ProBook 430,Notebook,"13.3""",Intel UHD Graphics 620,Windows,10,1.49kg,"726,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
483,Chuwi,"Lapbook 15,6",Notebook,"15.6""",Intel HD Graphics,Windows,10,1.89kg,"248,90",1920x1080,No Touchscreen,4,True,False,False,64,0,0,64
484,Lenovo,ThinkPad E570,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.3kg,"565,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
485,Lenovo,ThinkPad E480,Notebook,"14.0""",Intel UHD Graphics 620,Windows,10,1.75kg,"1049,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
486,Dell,Precision 3520,Workstation,"15.6""",Nvidia Quadro M620,Windows,10,2.17kg,"2338,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
487,Dell,XPS 15,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.06kg,"1899,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
488,Lenovo,Thinkpad X270,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.36kg,"1798,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
489,Asus,Zenbook UX390UA,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,0.91kg,"1950,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
490,Lenovo,Thinkpad E570,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.3kg,"1011,99",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
491,Toshiba,Portege X30-D-10L,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.05kg,"2799,00",1920x1080,Touchscreen,32,True,False,False,512,0,0,512
492,Asus,VivoBook Pro,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,1.99kg,"1350,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
493,Acer,Aspire 5,Notebook,"15.6""",AMD Radeon RX 540,Windows,10,2.2kg,"579,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
494,Asus,Rog G752VL-UH71T,Gaming,"17.3""",Nvidia GeForce GTX 965M,Windows,10,4.33kg,"1269,00",1920x1080,Touchscreen,24,True,True,False,256,1000,0,1256
495,Lenovo,Thinkpad X260,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,10,1.3kg,"1099,00",1366x768,No Touchscreen,8,True,False,False,1,0,0,1
496,Lenovo,Ideapad 520-15IKBR,Notebook,"15.6""",Intel UHD Graphics 620,Windows,10,2.17kg,"898,90",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
497,HP,EliteBook 840,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.48kg,"1749,00",1920x1080,No Touchscreen,8,True,False,False,1000,0,0,1000
498,Lenovo,ThinkPad 13,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.4kg,"949,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
499,Lenovo,ThinkPad L570,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.3kg,"911,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
500,Asus,VivoBook E201NA,Netbook,"11.6""",Intel HD Graphics 500,Windows,10 S,1.2kg,"340,00",1366x768,No Touchscreen,4,True,False,False,64,0,0,64
501,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,"15.6""",AMD Radeon 520,Windows,10,1.91kg,"618,99",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
502,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel UHD Graphics 620,Windows,10,1.4kg,"1599,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
503,Lenovo,IdeaPad 320-14IAP,Notebook,"14.0""",Intel HD Graphics 500,Windows,10,2.1kg,"299,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
504,Lenovo,Chromebook N23,Netbook,"11.6""",Intel HD Graphics 400,Chrome OS,,1.25kg,"265,00",1366x768,No Touchscreen,4,True,False,False,16,0,0,16
505,Lenovo,ThinkPad 13,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.44kg,"949,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
506,Asus,ZenBook UX510UX-CN211T,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2kg,"1224,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
507,Acer,Aspire A515-51G-59QF,Notebook,"15.6""",Nvidia GeForce MX150,Windows,10,2.2kg,"613,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
508,HP,Envy 13-AB002nv,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.34kg,"1323,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
509,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1060,No OS,,2.4kg,"1149,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
510,Dell,XPS 13,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.29kg,"899,00",1920x1080,Touchscreen,8,True,False,False,128,0,0,128
511,Acer,Aspire A515-51G,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.2kg,"639,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
512,Dell,Vostro 5568,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.18kg,"836,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
513,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"1219,24",1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256
514,Xiaomi,Mi Notebook,Notebook,"15.6""",Nvidia GeForce MX150,No OS,,1.95kg,"1399,95",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
515,Asus,VivoBook E12,Netbook,"11.6""",Intel HD Graphics 500,Windows,10,1.1kg,"245,00",1366x768,No Touchscreen,2,True,False,False,32,0,0,32
516,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,"15.6""",Intel UHD Graphics 620,Windows,10,2.04kg,"521,47",1366x768,Touchscreen,4,False,True,False,0,1000,0,1000
517,Asus,ROG Zephyrus,Gaming,"15.6""",Nvidia GeForce GTX1080,Windows,10,2.24kg,"2968,00",1920x1080,No Touchscreen,24,True,False,False,512,0,0,512
518,HP,Probook 450,Notebook,"15.6""",Nvidia GeForce 930MX,Windows,10,2.04kg,"889,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
519,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,"17.3""",Nvidia GeForce GTX1050 Ti,Windows,10,3kg,"1504,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
520,Lenovo,Legion Y720-15IKB,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,3.2kg,"1399,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
521,HP,Spectre X360,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.32kg,"1399,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
522,Dell,Latitude 5480,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.64kg,"1279,73",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
523,HP,ProBook 440,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.63kg,"689,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
524,Dell,Inspiron 5770,Notebook,"17.3""",AMD Radeon 530,Linux,,2.8kg,"889,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
525,Lenovo,ThinkPad L470,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,2.02kg,"1340,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
526,Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Nvidia GeForce 920MX,Windows,10,2.2kg,"799,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
527,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Nvidia GeForce 920MX ,No OS,,2.2kg,"459,00",1366x768,No Touchscreen,8,False,True,False,0,2000,0,2000
528,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,2.3kg,"585,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
529,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.9kg,"1377,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
530,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.42kg,"3012,77",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
531,Toshiba,Satellite Pro,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.0kg,"860,00",1920x1080,No Touchscreen,8,False,True,False,0,500,0,500
532,Asus,Zenbook UX510UW-FI095T,Notebook,"15.6""",Nvidia GeForce GTX 960M,Windows,10,2kg,"1299,00",3840x2160,No Touchscreen,8,True,True,False,256,1000,0,1256
533,Mediacom,SmartBook Edge,Notebook,"13.3""",Intel HD Graphics 500,Windows,10,1.2kg,"369,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
534,Asus,ROG Strix,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,2.3kg,"1649,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
535,Dell,Latitude 5580,Notebook,"15.6""",Nvidia GeForce 930MX,Windows,10,1.93kg,"1369,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
536,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"797,41",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
537,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 405,Windows,10,1.86kg,"398,99",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
538,HP,Omen 15-ce006nv,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,2.62kg,"1799,00",1920x1080,No Touchscreen,12,False,True,False,0,1000,0,1000
539,Lenovo,Thinkpad E470,Notebook,"14.0""",Nvidia GeForce 940MX,Windows,10,1.87kg,"859,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
540,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.2kg,"1399,00",3200x1800,Touchscreen,8,True,False,False,256,0,0,256
541,Dell,Vostro 5468,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.6kg,"735,87",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
542,HP,Envy 13-AB020nr,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.34kg,"1145,00",3200x1800,No Touchscreen,8,True,False,False,256,0,0,256
543,Acer,Aspire 7,Gaming,"15.6""",Nvidia GeForce GTX 1050,Linux,,2.4kg,"798,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
544,Asus,VivoBook X540YA-XX519T,Notebook,"15.6""",AMD Radeon R2 Graphics,Windows,10,2kg,"349,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
545,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.1kg,"705,50",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
546,Lenovo,ThinkPad E470,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.87kg,"785,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
547,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,"15.6""",Intel HD Graphics 520,No OS,,2.15kg,"462,35",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
548,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.86kg,"397,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
549,Lenovo,ThinkPad T570,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.99kg,"1729,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
550,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.2kg,"499,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
551,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.9kg,"1116,99",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
552,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.42kg,"2699,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
553,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,"17.3""",Intel HD Graphics 520,Windows,10,2.65kg,"544,15",1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000
554,HP,ProBook 470,Notebook,"17.3""",Nvidia GeForce 930MX,Windows,10,2.63kg,"1280,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
555,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,"15.6""",Intel HD Graphics 500,Linux,,2kg,"224,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
556,Mediacom,SmartBook 130,Notebook,"13.3""",Intel HD Graphics,Windows,10,1.35kg,"255,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
557,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Nvidia GeForce 940MX,Windows,10,2.8kg,"949,00",1600x900,No Touchscreen,6,True,True,False,128,1000,0,1128
558,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,"15.6""",AMD Radeon 530,Windows,10,1.91kg,"568,90",1920x1080,No Touchscreen,6,True,False,False,128,0,0,128
559,Dell,Vostro 3568,Notebook,"15.6""",AMD Radeon R5 M420,Windows,10,2.18kg,"617,90",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
560,Acer,Spin SP111-31,2 in 1 Convertible,"11.6""",Intel HD Graphics 500,Windows,10,1.25kg,"349,00",1920x1080,Touchscreen,4,True,False,False,32,0,0,32
561,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.05kg,"630,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
562,HP,EliteBook 1030,Ultrabook,"13.3""",Intel HD Graphics 515,Windows,10,1.16kg,"1965,00",3200x1800,Touchscreen,16,True,False,False,512,0,0,512
563,Lenovo,Thinkpad P71,Notebook,"17.3""",Nvidia Quadro M620M,Windows,10,3.4kg,"2999,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
564,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.5kg,"839,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
565,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.21kg,"1599,00",3840x2160,Touchscreen,8,True,False,False,128,0,0,128
566,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.93kg,"959,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
567,Fujitsu,Lifebook A557,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.2kg,"739,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
568,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel HD Graphics 505,Windows,10,2.2kg,"344,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
569,Lenovo,ThinkPad L470,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,2.02kg,"990,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
570,HP,ZBook 17,Workstation,"17.3""",Nvidia Quadro M1200,Windows,10,3.14kg,"1860,99",1600x900,No Touchscreen,8,False,True,False,0,500,0,500
571,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,"14.0""",Intel HD Graphics 405,Windows,10,1.94kg,"389,00",1366x768,No Touchscreen,8,False,True,False,0,2000,0,2000
572,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,"15.6""",AMD Radeon 530,Windows,10,1.95kg,"649,00",1920x1080,No Touchscreen,6,True,False,False,256,0,0,256
573,Lenovo,Thinkpad E570,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.3kg,"830,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
574,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.05kg,"685,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
575,Mediacom,SmartBook 141,Notebook,"14.0""",Intel HD Graphics,Windows,10,1.4kg,"249,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
576,Toshiba,Tecra X40-D-10H,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.24kg,"1865,00",1920x1080,Touchscreen,16,True,False,False,512,0,0,512
577,Lenovo,IdeaPad Y910-17ISK,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.6kg,"2663,00",1920x1080,No Touchscreen,32,True,True,False,256,1000,0,1256
578,MSI,GT73VR Titan,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.14kg,"2729,00",1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512
579,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Linux,,2.2kg,"749,01",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
580,Mediacom,SmartBook Edge,Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.45kg,"389,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
581,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.9kg,"1008,52",1366x768,No Touchscreen,8,False,True,False,0,500,0,500
582,HP,ProBook 430,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.49kg,"719,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
583,Dell,Latitude 5580,Notebook,"15.6""",Nvidia GeForce 930MX,Windows,10,1.93kg,"1537,39",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
584,Dell,Chromebook 11,Netbook,"11.6""",Intel HD Graphics 400,Chrome OS,,1.26kg,"295,00",1366x768,No Touchscreen,4,True,False,False,16,0,0,16
585,MSI,GT80S 6QE,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,4.5kg,"2349,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
586,HP,Omen 17-AN010nv,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,3.78kg,"1498,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
587,Lenovo,Thinkpad T460s,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.4kg,"1673,00",1920x1080,No Touchscreen,12,True,False,False,256,0,0,256
588,Lenovo,Ideapad 320-15IKBR,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.2kg,"609,00",1366x768,Touchscreen,12,False,True,False,0,1000,0,1000
589,Asus,ROG Strix,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,2.73kg,"1770,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
590,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,"15.6""",Intel HD Graphics 520,Windows,10,2.2kg,"739,00",1366x768,Touchscreen,8,False,True,False,0,1000,0,1000
591,Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"949,00",1920x1080,No Touchscreen,12,True,False,False,512,0,0,512
592,Dell,Inspiron 3179,2 in 1 Convertible,"11.6""",Intel HD Graphics 615,Windows,10,1.39kg,"603,00",1366x768,Touchscreen,4,True,False,False,128,0,0,128
593,Samsung,Notebook Odyssey,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.5kg,"1699,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
594,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,"17.3""",Intel HD Graphics 520,No OS,,2.8kg,"529,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
595,Lenovo,IdeaPad 110-15ISK,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.29kg,"459,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
596,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.37kg,"2025,00",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
597,Lenovo,Thinkpad T470p,Notebook,"14.0""",Intel HD Graphics 630,Windows,10,1.7kg,"1474,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
598,Dell,Latitude 5289,2 in 1 Convertible,"12.5""",Intel HD Graphics 620,Windows,10,1.34kg,"1670,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
599,Dell,Precision 3520,Workstation,"15.6""",Nvidia Quadro M620,Windows,10,2.06kg,"1763,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
600,HP,EliteBook 850,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.84kg,"1219,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
601,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.1kg,"668,48",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
602,Acer,Aspire 1,Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.6kg,"329,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
603,MSI,Laptop MSI,Gaming,"17.3""",Nvidia GeForce GTX 970M,Windows,10,4.14kg,"2199,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
604,Dell,Vostro 3568,Notebook,"15.6""",AMD Radeon R5 M420,Linux,,2.18kg,"465,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
605,MSI,GS63VR 7RF,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,1.8kg,"2299,00",3840x2160,No Touchscreen,16,True,True,False,256,2000,0,2256
606,Toshiba,Tecra Z50-C-144,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.2kg,"1399,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
607,Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.4kg,"564,00",1920x1080,No Touchscreen,6,False,True,False,0,1000,0,1000
608,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,"15.6""",Intel HD Graphics 630,Windows,10,2kg,"1299,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
609,Acer,Swift SF114-31-P5HY,Notebook,"14.0""",Intel HD Graphics 405,Windows,10,1.6kg,"349,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
610,Lenovo,Thinkpad P51,Notebook,"15.6""",Nvidia Quadro M2200M,Windows,10,2.5kg,"4899,00",3840x2160,No Touchscreen,32,True,False,False,1000,0,0,1000
611,Dell,Inspiron 7559,Gaming,"15.6""",Nvidia GeForce GTX 960<U+039C>,Windows,10,2.59kg,"879,01",1920x1080,No Touchscreen,16,False,True,False,0,1000,0,1000
612,Dell,Vostro 3568,Notebook,"15.6""",Intel HD Graphics 520,Linux,,2.18kg,"443,90",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
613,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics 520,Linux,,2.25kg,"359,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
614,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Linux,,1.93kg,"869,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
615,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,3kg,"1168,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
616,Dell,Vostro 3568,Notebook,"15.6""",AMD Radeon R5 M420,Linux,,2.18kg,"569,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
617,HP,EliteBook 850,Ultrabook,"15.6""",Intel HD Graphics 620,Windows,10,1.84kg,"1389,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
618,MSI,GT62VR 7RE,Gaming,"15.6""",Nvidia GeForce GTX 1070,Windows,10,2.94kg,"2267,86",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
619,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,"11.6""",Intel HD Graphics 400,Chrome OS,,1.25kg,"379,00",1366x768,Touchscreen,4,True,False,False,32,0,0,32
620,HP,ProBook 650,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,2.31kg,"1124,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
