Unnamed: 0,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Unnamed: 0,Brand,Clockspeed,Model,Series,Width,Height,fullRes
379,Acer,Aspire 7,Notebook,15.6,Nvidia GeForce GTX 1050,Linux,,2.4kg,846,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,379,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
380,HP,Omen 17-w212nv,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,3.35kg,1191,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,380,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
381,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Intel HD Graphics 520,No OS,,1.85kg,403,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,381,Intel,2.0,,Core i3 6006U,1920,1080,2073600
382,Asus,ROG Strix,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.3kg,1655,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,382,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
383,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,Nvidia GeForce 940MX,Windows,10,1.5kg,1099,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,383,Intel,2.5,,Core i5 7200U,1920,1080,2073600
384,Asus,Zenbook Flip,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.1kg,1748,1920x1080,Touchscreen,16,True,False,False,512,0,0,512,384,Intel,2.7,,Core i7 7500U,1920,1080,2073600
385,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.13kg,2282,2560x1440,No Touchscreen,8,True,False,False,512,0,0,512,385,Intel,2.7,,Core i7 7500U,2560,1440,3686400
386,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.5kg,549,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,386,Intel,2.4,,Core i3 7100U,1920,1080,2073600
387,Dell,Precision 3510,Workstation,15.6,AMD FirePro W5130M,Windows,10,2.23kg,1369,1920x1080,No Touchscreen,8,False,True,False,0,500,0,500,387,Intel,2.6,,Core i5 6440HQ,1920,1080,2073600
388,Dell,Precision 5520,Workstation,15.6,Nvidia Quadro M1200,Windows,10,2kg,2135,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,388,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
389,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows,10,1.42kg,2509,2560x1440,Touchscreen,16,True,False,False,512,0,0,512,389,Intel,2.7,,Core i7 7500U,2560,1440,3686400
390,Asus,Rog GL753VD-GC042T,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,3kg,1039,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,390,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
391,Asus,Rog GL753VE-GC070T,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,Windows,10,3kg,1591,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,391,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
392,Acer,Aspire 5,Notebook,15.6,Nvidia GeForce MX130,Windows,10,2.2kg,693,1366x768,No Touchscreen,12,False,True,False,0,1000,0,1000,392,Intel,1.6,,Core i5 8250U,1366,768,1049088
393,MSI,Leopard GP72M,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1349,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,393,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
394,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Linux,,2.33kg,778,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,394,Intel,2.7,,Core i7 7500U,1920,1080,2073600
395,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,AMD Radeon 520,Windows,10,1.91kg,499,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,395,AMD,3.0,9420,A9-Series,1920,1080,2073600
396,Lenovo,ThinkPad E580,Notebook,15.6,AMD Radeon RX 550,Windows,10,2.1kg,1229,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,396,Intel,1.8,,Core i7 8550U,1920,1080,2073600
397,Lenovo,ThinkPad L470,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.9kg,938,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,397,Intel,2.5,,Core i5 7200U,1920,1080,2073600
398,Dell,Precision M5520,Workstation,15.6,Nvidia Quadro M1200,Windows,10,1.78kg,2712,3840x2160,Touchscreen,8,True,False,False,256,0,0,256,398,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
399,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.13kg,2625,2560x1440,No Touchscreen,16,True,False,False,1000,0,0,1000,399,Intel,2.7,,Core i7 7500U,2560,1440,3686400
400,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 500,Windows,10,2.2kg,306,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,400,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
401,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,2.9kg,1529,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,401,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
402,Lenovo,ThinkPad E580,Notebook,15.6,AMD Radeon RX 550,Windows,10,2.1kg,1144,1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256,402,Intel,1.6,,Core i5 8250U,1920,1080,2073600
403,Acer,Aspire 7,Notebook,15.6,Nvidia GeForce GTX 1050,Linux,,2.5kg,879,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,403,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
404,MSI,GE73VR 7RF,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,2.8kg,2249,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,404,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
405,Asus,Zenbook 3,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.10kg,1873,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,405,Intel,2.7,,Core i7 7500U,1920,1080,2073600
406,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Intel HD Graphics 520,Windows,10,1.2kg,1747,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,406,Intel,2.5,,Core i7 6500U,1920,1080,2073600
407,Dell,Latitude 7480,Ultrabook,14.0,Intel HD Graphics,Windows,10,1.36kg,1680,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,407,Intel,2.8,,Core i7 7600U,1920,1080,2073600
408,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.2kg,409,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,408,Intel,2.0,,Core i3 6006U,1920,1080,2073600
409,Lenovo,Lenovo IdeaPad,Notebook,11.6,Intel HD Graphics 500,Windows,10,1.15kg,304,1366x768,No Touchscreen,2,True,False,False,32,0,0,32,409,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
410,Lenovo,ThinkPad P51,Workstation,15.6,Nvidia Quadro M1200,Windows,10,2.67kg,1925,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,410,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
411,Lenovo,Thinkpad T470p,Ultrabook,14.0,Nvidia GeForce GT 940MX,Windows,10,1.7kg,1943,2560x1440,No Touchscreen,8,True,False,False,512,0,0,512,411,Intel,2.8,,Core i7 7700HQ,2560,1440,3686400
412,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon 520,Windows,10,2.1kg,469,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,412,Intel,2.0,,Core i3 6006U,1920,1080,2073600
413,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows,10,1.6kg,789,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,413,Intel,2.5,,Core i7 6500U,1920,1080,2073600
414,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.27kg,928,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,414,Intel,2.5,,Core i5 7200U,1920,1080,2073600
415,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,Linux,,2.3kg,598,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,415,Intel,2.5,,Core i5 7200U,1920,1080,2073600
416,Dell,Latitude 3380,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.65kg,689,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,416,Intel,2.0,,Core i3 6006U,1366,768,1049088
417,HP,EliteBook 1040,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.43kg,1500,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,417,Intel,2.5,,Core i7 6500U,1920,1080,2073600
418,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.14kg,539,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,418,Intel,2.5,,Core i5 7200U,1366,768,1049088
419,Lenovo,ThinkPad E480,Ultrabook,14.0,AMD Radeon RX 550,Windows,10,1.75kg,1215,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,419,Intel,1.8,,Core i7 8550U,1920,1080,2073600
420,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Nvidia GeForce GTX 1050,Windows,10,2kg,1899,3840x2160,Touchscreen,16,True,False,False,512,0,0,512,420,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
421,Chuwi,LapBook 12.3,Notebook,12.3,Intel HD Graphics 500,Windows,10,1.4kg,449,2736x1824,No Touchscreen,6,True,False,False,64,0,0,64,421,Intel,1.1,,Celeron Quad Core N3450,2736,1824,4990464
422,HP,ProBook 650,Notebook,15.6,Intel HD Graphics 630,Windows,10,2.31kg,1427,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,422,Intel,2.9,,Core i7 7820HQ,1920,1080,2073600
423,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Nvidia GeForce 940MX,Linux,,2.3kg,597,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,423,Intel,2.4,,Core i3 7100U,1920,1080,2073600
424,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,4.42kg,2799,2560x1440,No Touchscreen,16,True,True,False,256,1000,0,1256,424,Intel,2.9,,Core i7 7820HK,2560,1440,3686400
425,Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1159,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,425,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
426,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,Windows,10,2.02kg,1142,1920x1080,No Touchscreen,8,True,True,False,256,2000,0,2256,426,Intel,1.8,,Core i7 8550U,1920,1080,2073600
427,Dell,Latitude 5480,Ultrabook,14.0,Intel HD Graphics 620,Linux,,1.6kg,1099,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,427,Intel,2.8,,Core i7 7600U,1920,1080,2073600
428,HP,Omen 17-w207nv,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,3.35kg,1999,1920x1080,No Touchscreen,12,True,True,False,256,1000,0,1256,428,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
429,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,Intel HD Graphics 500,Windows,10,1.16kg,299,1920x1080,Touchscreen,4,True,False,False,32,0,0,32,429,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
430,Samsung,Chromebook 3,Netbook,11.6,Intel HD Graphics 400,Chrome OS,,1.15kg,269,1366x768,No Touchscreen,4,True,False,False,16,0,0,16,430,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
431,Lenovo,Thinkpad 13,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.4kg,1010,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,431,Intel,2.7,,Core i7 7500U,1920,1080,2073600
432,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.7kg,599,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,432,Intel,2.7,,Core i3 7130U,1920,1080,2073600
433,Lenovo,Thinkpad T570,Workstation,15.6,Nvidia GeForce 940MX,Windows,10,2.3kg,2445,3840x2160,No Touchscreen,16,True,False,False,512,0,0,512,433,Intel,2.8,,Core i7 7600U,3840,2160,8294400
434,Lenovo,Thinkpad P51,Notebook,15.6,Nvidia Quadro M2200M,Windows,10,2.5kg,2449,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,434,Intel,2.9,,Core i7 7820HQ,1920,1080,2073600
435,Asus,Rog Strix,Gaming,17.3,AMD Radeon RX 580,Windows,10,3.2kg,1695,1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256,435,AMD,3.2,1600,Ryzen,1920,1080,2073600
436,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 400,Windows,10,2.1kg,347,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,436,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
437,Google,Pixelbook (Core,Ultrabook,12.3,Intel HD Graphics 615,Chrome OS,,1.1kg,2199,2400x1600,Touchscreen,16,True,False,False,512,0,0,512,437,Intel,1.3,,Core i7 7Y75,2400,1600,3840000
438,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.32kg,2382,2560x1440,No Touchscreen,24,True,False,False,512,0,0,512,438,Intel,2.7,,Core i7 7500U,2560,1440,3686400
439,Asus,VivoBook Max,Notebook,15.6,Intel HD Graphics 620,Linux,,2kg,559,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,439,Intel,2.5,,Core i5 7200U,1920,1080,2073600
440,Lenovo,IdeaPad 320-15AST,Notebook,17.3,AMD Radeon R4,Windows,10,2.8kg,519,1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000,440,AMD,2.5,9220,A6-Series,1600,900,1440000
441,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,Windows,10,2.2kg,749,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,441,Intel,1.6,,Core i5 8250U,1920,1080,2073600
442,Lenovo,ThinkPad X270,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,1.36kg,1429,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,442,Intel,2.5,,Core i5 7200U,1920,1080,2073600
443,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 505,Windows,10,2.2kg,349,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,443,Intel,1.1,,Pentium Quad Core N4200,1920,1080,2073600
444,HP,Omen 15-AX205na,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1099,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,444,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
445,Dell,Latitude 5480,Notebook,14.0,Nvidia GeForce 930MX,Windows,10,1.64kg,1179,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,445,Intel,2.8,,Core i5 7440HQ,1920,1080,2073600
446,Acer,Aspire ES1-572,Notebook,15.6,Intel HD Graphics 620,Linux,,2.4kg,441,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,446,Intel,2.5,,Core i5 7200U,1366,768,1049088
447,Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,Windows,10,2.23kg,1993,1920x1080,No Touchscreen,8,True,True,False,64,1000,0,1064,447,Intel,3.0,,Xeon E3-1505M V6,1920,1080,2073600
448,MSI,GV62 7RD-1686NL,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1027,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,448,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
449,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Iris Plus Graphics 640,Windows,10 S,1.25kg,2589,2256x1504,Touchscreen,16,True,False,False,512,0,0,512,449,Intel,2.5,,Core i7 7660U,2256,1504,3393024
450,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Intel HD Graphics 620,Windows,10,1.91kg,589,1366x768,No Touchscreen,8,True,False,False,128,0,0,128,450,Intel,2.5,,Core i5 7200U,1366,768,1049088
451,Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,Windows,10,2.17kg,1975,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,451,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
452,HP,ProBook 650,Workstation,15.6,Intel HD Graphics 620,Windows,10,2.31kg,1534,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,452,Intel,2.9,,Core i7 7820HQ,1920,1080,2073600
453,Lenovo,ThinkPad T470,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.65kg,1345,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,453,Intel,2.5,,Core i5 7200U,1920,1080,2073600
454,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,Windows,10,2.36kg,979,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,454,Intel,1.8,,Core i7 8550U,1920,1080,2073600
455,Dell,Inspiron 3168,2 in 1 Convertible,11.6,Intel HD Graphics 405,Windows,10,1.47kg,479,1366x768,Touchscreen,4,False,True,False,0,500,0,500,455,Intel,1.6,,Pentium Quad Core N3710,1366,768,1049088
456,Dell,Alienware 17,Notebook,17.3,Nvidia GeForce GTX 1060,Windows,10,4.42kg,2046,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,456,Intel,2.7,,Core i7 7700HQ,1920,1080,2073600
457,Microsoft,Surface Laptop,Ultrabook,13.5,Intel HD Graphics 615,Windows,10 S,1.252kg,989,2256x1504,Touchscreen,4,True,False,False,128,0,0,128,457,Intel,2.2,,Core M m3-7Y30,2256,1504,3393024
458,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Iris Plus Graphics 640,Windows,10 S,1.25kg,1799,2256x1504,Touchscreen,8,True,False,False,256,0,0,256,458,Intel,2.5,,Core i7 7660U,2256,1504,3393024
459,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel HD Graphics 520,Windows,10,2.5kg,639,1600x900,No Touchscreen,8,True,False,False,256,0,0,256,459,Intel,2.0,,Core i3 6006U,1600,900,1440000
460,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.23kg,544,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,460,Intel,2.0,,Core i3 6006U,1920,1080,2073600
461,Acer,TravelMate B,Netbook,11.6,Intel HD Graphics 400,Windows,10,1.4kg,435,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,461,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
462,Asus,Pro P2540UA-AB51,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.37kg,749,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,462,Intel,2.5,,Core i5 7200U,1920,1080,2073600
463,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,AMD Radeon R7 M460,No OS,,1.5kg,799,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,463,Intel,2.7,,Core i7 7500U,1920,1080,2073600
464,Lenovo,Thinkpad P51,Notebook,15.6,Nvidia Quadro M2200M,Windows,10,2.67kg,2090,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,464,Intel,2.9,,Core i7 7820HQ,1920,1080,2073600
465,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 500,Windows,10,2kg,304,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,465,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
466,Acer,Aspire 5,Notebook,15.6,Nvidia GeForce GTX 940MX,Windows,10,2.2kg,469,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,466,Intel,2.0,,Core i3 6006U,1366,768,1049088
467,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,Windows,10,2.02kg,759,1920x1080,No Touchscreen,8,False,True,False,0,2000,0,2000,467,Intel,1.6,,Core i5 8250U,1920,1080,2073600
468,HP,Omen 17-an006nv,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,3.78kg,1699,1920x1080,No Touchscreen,12,False,True,False,0,1000,0,1000,468,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
469,Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.4kg,1858,2560x1440,No Touchscreen,12,True,False,False,256,0,0,256,469,Intel,2.6,,Core i7 6600U,2560,1440,3686400
470,HP,Spectre x360,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows,10,1.29kg,1999,3840x2160,Touchscreen,8,True,False,False,512,0,0,512,470,Intel,1.8,,Core i7 8550U,3840,2160,8294400
471,HP,ZBook 15u,Notebook,15.6,AMD FirePro W4190M ,Windows,10,1.9kg,1154,1920x1080,No Touchscreen,8,False,True,False,0,500,0,500,471,Intel,2.5,,Core i5 7200U,1920,1080,2073600
472,Google,Pixelbook (Core,Ultrabook,12.3,Intel HD Graphics 615,Chrome OS,,1.1kg,1275,2400x1600,Touchscreen,8,True,False,False,128,0,0,128,472,Intel,1.2,,Core i5 7Y57,2400,1600,3840000
473,Dell,Latitude 7390,Ultrabook,13.3,Intel UHD Graphics 620,Windows,10,1.42kg,1841,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,473,Intel,1.6,,Core i5 8250U,1920,1080,2073600
474,Asus,ZenBook Pro,Notebook,15.6,Intel HD Graphics 530,Windows,10,2.06kg,1299,3840x2160,No Touchscreen,12,True,True,False,128,1000,0,1128,474,Intel,2.6,,Core i7 6700HQ,3840,2160,8294400
475,Dell,Latitude E5470,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.79kg,740,1366x768,No Touchscreen,8,True,False,False,128,0,0,128,475,Intel,2.3,,Core i3 6100U,1366,768,1049088
476,Dell,Precision M5520,Workstation,15.6,Nvidia Quadro M1200,Windows,10,1.78kg,2408,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,476,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
477,Lenovo,Thinkpad T470,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.7kg,1364,1920x1080,No Touchscreen,8,True,False,False,1,0,0,1,477,Intel,2.5,,Core i5 7200U,1920,1080,2073600
478,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,Windows,10,2.2kg,675,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,478,Intel,1.6,,Core i5 8250U,1920,1080,2073600
479,Toshiba,Portege X30-D-10J,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.05kg,1672,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,479,Intel,2.5,,Core i5 7200U,1920,1080,2073600
480,Dell,Inspiron 7570,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.16kg,1262,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,480,Intel,1.8,,Core i7 8550U,1920,1080,2073600
481,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.18kg,586,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,481,Intel,2.4,,Core i3 7100U,1366,768,1049088
482,HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,Windows,10,1.49kg,726,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,482,Intel,1.6,,Core i5 8250U,1920,1080,2073600
483,Chuwi,"Lapbook 15,6",Notebook,15.6,Intel HD Graphics,Windows,10,1.89kg,248,1920x1080,No Touchscreen,4,True,False,False,64,0,0,64,483,Intel,1.44,,Atom x5-Z8350,1920,1080,2073600
484,Lenovo,ThinkPad E570,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.3kg,565,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,484,Intel,2.0,,Core i3 6006U,1366,768,1049088
485,Lenovo,ThinkPad E480,Notebook,14.0,Intel UHD Graphics 620,Windows,10,1.75kg,1049,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,485,Intel,1.6,,Core i5 8250U,1920,1080,2073600
486,Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,Windows,10,2.17kg,2338,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,486,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
487,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,Windows,10,2.06kg,1899,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,487,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
488,Lenovo,Thinkpad X270,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,1.36kg,1798,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,488,Intel,2.7,,Core i7 7500U,1920,1080,2073600
489,Asus,Zenbook UX390UA,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,0.91kg,1950,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,489,Intel,2.7,,Core i7 7500U,1920,1080,2073600
490,Lenovo,Thinkpad E570,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.3kg,1011,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,490,Intel,2.5,,Core i5 7200U,1920,1080,2073600
491,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.05kg,2799,1920x1080,Touchscreen,32,True,False,False,512,0,0,512,491,Intel,2.7,,Core i7 7500U,1920,1080,2073600
492,Asus,VivoBook Pro,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,1.99kg,1350,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,492,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
493,Acer,Aspire 5,Notebook,15.6,AMD Radeon RX 540,Windows,10,2.2kg,579,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,493,AMD,2.5,9620P,A10-Series,1366,768,1049088
494,Asus,Rog G752VL-UH71T,Gaming,17.3,Nvidia GeForce GTX 965M,Windows,10,4.33kg,1269,1920x1080,Touchscreen,24,True,True,False,256,1000,0,1256,494,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
495,Lenovo,Thinkpad X260,Ultrabook,12.5,Intel HD Graphics 520,Windows,10,1.3kg,1099,1366x768,No Touchscreen,8,True,False,False,1,0,0,1,495,Intel,2.3,,Core i5 6200U,1366,768,1049088
496,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Intel UHD Graphics 620,Windows,10,2.17kg,898,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,496,Intel,1.8,,Core i7 8550U,1920,1080,2073600
497,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.48kg,1749,1920x1080,No Touchscreen,8,True,False,False,1000,0,0,1000,497,Intel,2.8,,Core i7 7600U,1920,1080,2073600
