Manufacturer,Model Name,Category,Screen Size,GPU,Price (Euros),Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Brand,Clockspeed,Model,Series,Width,Height,fullRes
HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,726,No Touchscreen,4,True,False,False,128,0,0,128,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Chuwi,"Lapbook 15,6",Notebook,15.6,Intel HD Graphics,248,No Touchscreen,4,True,False,False,64,0,0,64,Intel,1.44,,Atom x5-Z8350,1920,1080,2073600
Lenovo,ThinkPad E570,Notebook,15.6,Intel HD Graphics 520,565,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1366,768,1049088
Lenovo,ThinkPad E480,Notebook,14.0,Intel UHD Graphics 620,1049,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,2338,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,1899,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel HD Graphics 620,1798,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,Zenbook UX390UA,Ultrabook,12.5,Intel HD Graphics 620,1950,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Thinkpad E570,Notebook,15.6,Nvidia GeForce 940MX,1011,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Intel HD Graphics 620,2799,Touchscreen,32,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,VivoBook Pro,Gaming,15.6,Nvidia GeForce GTX 1050,1350,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire 5,Notebook,15.6,AMD Radeon RX 540,579,No Touchscreen,8,False,True,False,0,1000,0,1000,AMD,2.5,9620P,A10-Series,1366,768,1049088
Asus,Rog G752VL-UH71T,Gaming,17.3,Nvidia GeForce GTX 965M,1269,Touchscreen,24,True,True,False,256,1000,0,1256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Lenovo,Thinkpad X260,Ultrabook,12.5,Intel HD Graphics 520,1099,No Touchscreen,8,True,False,False,1,0,0,1,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Intel UHD Graphics 620,898,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 620,1749,No Touchscreen,8,True,False,False,1000,0,0,1000,Intel,2.8,,Core i7 7600U,1920,1080,2073600
Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 620,949,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Lenovo,ThinkPad L570,Notebook,15.6,Intel HD Graphics 620,911,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,VivoBook E201NA,Netbook,11.6,Intel HD Graphics 500,340,No Touchscreen,4,True,False,False,64,0,0,64,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,AMD Radeon 520,618,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel UHD Graphics 620,1599,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel HD Graphics 500,299,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Lenovo,Chromebook N23,Netbook,11.6,Intel HD Graphics 400,265,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 620,949,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel HD Graphics 620,1224,No Touchscreen,8,True,True,False,256,1000,0,1256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Aspire A515-51G-59QF,Notebook,15.6,Nvidia GeForce MX150,613,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.6,,Core i5 8250U,1920,1080,2073600
HP,Envy 13-AB002nv,Ultrabook,13.3,Intel HD Graphics 620,1323,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,1149,No Touchscreen,8,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,899,Touchscreen,8,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Acer,Aspire A515-51G,Notebook,15.6,Nvidia GeForce 940MX,639,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Vostro 5568,Notebook,15.6,Intel HD Graphics 620,836,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,1219,No Touchscreen,16,True,True,False,256,2000,0,2256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Xiaomi,Mi Notebook,Notebook,15.6,Nvidia GeForce MX150,1399,No Touchscreen,16,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Asus,VivoBook E12,Netbook,11.6,Intel HD Graphics 500,245,No Touchscreen,2,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Intel UHD Graphics 620,521,Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.6,,Core i5 8250U,1366,768,1049088
Asus,ROG Zephyrus,Gaming,15.6,Nvidia GeForce GTX1080,2968,No Touchscreen,24,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,Probook 450,Notebook,15.6,Nvidia GeForce 930MX,889,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Nvidia GeForce GTX1050 Ti,1504,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,1399,No Touchscreen,8,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,Spectre X360,Ultrabook,13.3,Intel HD Graphics 620,1399,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Latitude 5480,Notebook,14.0,Intel HD Graphics 620,1279,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i5 7300U,1920,1080,2073600
HP,ProBook 440,Notebook,15.6,Intel HD Graphics 520,689,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,889,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,ThinkPad L470,Notebook,14.0,Intel HD Graphics 520,1340,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 920MX,799,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Nvidia GeForce 920MX ,459,No Touchscreen,8,False,True,False,0,2000,0,2000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,585,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1377,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i5 7440HQ,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3012,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,860,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Nvidia GeForce GTX 960M,1299,No Touchscreen,8,True,True,False,256,1000,0,1256,Intel,2.7,,Core i7 7500U,3840,2160,8294400
Mediacom,SmartBook Edge,Notebook,13.3,Intel HD Graphics 500,369,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Quad Core N3450,1920,1080,2073600
Asus,ROG Strix,Gaming,15.6,Nvidia GeForce GTX 1060,1649,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Nvidia GeForce 930MX,1369,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7600U,1920,1080,2073600
Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,797,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
HP,250 G6,Notebook,15.6,Intel HD Graphics 405,398,No Touchscreen,4,True,False,False,256,0,0,256,Intel,1.6,,Pentium Quad Core N3710,1920,1080,2073600
HP,Omen 15-ce006nv,Gaming,17.3,Nvidia GeForce GTX 1060,1799,No Touchscreen,12,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,Thinkpad E470,Notebook,14.0,Nvidia GeForce 940MX,859,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,1399,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,3200,1800,5760000
Dell,Vostro 5468,Notebook,14.0,Intel HD Graphics 520,735,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1920,1080,2073600
HP,Envy 13-AB020nr,Ultrabook,13.3,Intel HD Graphics 620,1145,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,3200,1800,5760000
Acer,Aspire 7,Gaming,15.6,Nvidia GeForce GTX 1050,798,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Asus,VivoBook X540YA-XX519T,Notebook,15.6,AMD Radeon R2 Graphics,349,No Touchscreen,4,False,True,False,0,500,0,500,AMD,1.8,7110,E-Series,1366,768,1049088
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,705,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Lenovo,ThinkPad E470,Notebook,14.0,Intel HD Graphics 620,785,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Intel HD Graphics 520,462,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,250 G6,Notebook,15.6,Intel HD Graphics 520,397,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,ThinkPad T570,Notebook,15.6,Intel HD Graphics 620,1729,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,499,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1116,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,2699,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel HD Graphics 520,544,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1600,900,1440000
HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,1280,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Intel HD Graphics 500,224,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Mediacom,SmartBook 130,Notebook,13.3,Intel HD Graphics,255,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.44,,Atom x5-Z8350,1920,1080,2073600
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Nvidia GeForce 940MX,949,No Touchscreen,6,True,True,False,128,1000,0,1128,Intel,2.7,,Core i7 7500U,1600,900,1440000
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD Radeon 530,568,No Touchscreen,6,True,False,False,128,0,0,128,AMD,2.5,A10-9620P,A10-Series,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,617,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Acer,Spin SP111-31,2 in 1 Convertible,11.6,Intel HD Graphics 500,349,Touchscreen,4,True,False,False,32,0,0,32,Intel,2.0,,Celeron Dual Core N3350,1920,1080,2073600
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,630,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.7,,Core i3 7130U,1920,1080,2073600
HP,EliteBook 1030,Ultrabook,13.3,Intel HD Graphics 515,1965,Touchscreen,16,True,False,False,512,0,0,512,Intel,1.2,,Core M 6Y75,3200,1800,5760000
Lenovo,Thinkpad P71,Notebook,17.3,Nvidia Quadro M620M,2999,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Nvidia GeForce GTX 1050,839,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,1599,Touchscreen,8,True,False,False,128,0,0,128,Intel,1.6,,Core i5 8250U,3840,2160,8294400
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,959,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.6,,Core i5 7300U,1366,768,1049088
Fujitsu,Lifebook A557,Notebook,15.6,Intel HD Graphics 620,739,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 505,344,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.1,,Pentium Quad Core N4200,1920,1080,2073600
Lenovo,ThinkPad L470,Notebook,14.0,Intel HD Graphics 620,990,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,ZBook 17,Workstation,17.3,Nvidia Quadro M1200,1860,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.8,,Core i5 7440HQ,1600,900,1440000
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,Intel HD Graphics 405,389,No Touchscreen,8,False,True,False,0,2000,0,2000,Intel,1.6,,Pentium Quad Core N3710,1366,768,1049088
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,AMD Radeon 530,649,No Touchscreen,6,True,False,False,256,0,0,256,AMD,3.0,A9-9420,A9-Series,1920,1080,2073600
Lenovo,Thinkpad E570,Notebook,15.6,Intel HD Graphics 620,830,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,685,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Mediacom,SmartBook 141,Notebook,14.0,Intel HD Graphics,249,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.44,,Atom x5-Z8350,1920,1080,2073600
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Intel HD Graphics 620,1865,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,Nvidia GeForce GTX 1070,2663,No Touchscreen,32,True,True,False,256,1000,0,1256,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
MSI,GT73VR Titan,Gaming,17.3,Nvidia GeForce GTX 1070,2729,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.9,,Core i7 7820HK,1920,1080,2073600
Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,749,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Mediacom,SmartBook Edge,Notebook,14.0,Intel HD Graphics 500,389,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Quad Core N3450,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1008,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.6,,Core i5 7300U,1366,768,1049088
HP,ProBook 430,Notebook,13.3,Intel HD Graphics 620,719,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Nvidia GeForce 930MX,1537,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7600U,1920,1080,2073600
Dell,Chromebook 11,Netbook,11.6,Intel HD Graphics 400,295,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
MSI,GT80S 6QE,Gaming,17.3,Nvidia GeForce GTX 980M,2349,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
HP,Omen 17-AN010nv,Gaming,17.3,Nvidia GeForce GTX 1050,1498,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel HD Graphics 520,1673,No Touchscreen,12,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6600U,1920,1080,2073600
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Intel HD Graphics 620,609,Touchscreen,12,False,True,False,0,1000,0,1000,Intel,1.8,,Core i7 8550U,1366,768,1049088
Asus,ROG Strix,Gaming,17.3,Nvidia GeForce GTX 1060,1770,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Intel HD Graphics 520,739,Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD Radeon 530,949,No Touchscreen,12,True,False,False,512,0,0,512,AMD,3.6,9720P,A12-Series,1920,1080,2073600
Dell,Inspiron 3179,2 in 1 Convertible,11.6,Intel HD Graphics 615,603,Touchscreen,4,True,False,False,128,0,0,128,Intel,1.0,,Core M 7Y30,1366,768,1049088
Samsung,Notebook Odyssey,Notebook,15.6,Nvidia GeForce GTX 1050,1699,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Intel HD Graphics 520,529,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel HD Graphics 520,459,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.3,,Core i3 6100U,1366,768,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,2025,Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Thinkpad T470p,Notebook,14.0,Intel HD Graphics 630,1474,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Dell,Latitude 5289,2 in 1 Convertible,12.5,Intel HD Graphics 620,1670,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,1763,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 620,1219,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,668,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.4,,Core i3 7100U,1366,768,1049088
Acer,Aspire 1,Notebook,14.0,Intel HD Graphics 500,329,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Quad Core N3450,1920,1080,2073600
MSI,Laptop MSI,Gaming,17.3,Nvidia GeForce GTX 970M,2199,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,465,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
MSI,GS63VR 7RF,Gaming,15.6,Nvidia GeForce GTX 1060,2299,No Touchscreen,16,True,True,False,256,2000,0,2256,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
Toshiba,Tecra Z50-C-144,Notebook,15.6,Intel HD Graphics 520,1399,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel HD Graphics 620,564,No Touchscreen,6,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel HD Graphics 630,1299,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Swift SF114-31-P5HY,Notebook,14.0,Intel HD Graphics 405,349,No Touchscreen,4,True,False,False,128,0,0,128,Intel,1.6,,Pentium Quad Core N3710,1366,768,1049088
Lenovo,Thinkpad P51,Notebook,15.6,Nvidia Quadro M2200M,4899,No Touchscreen,32,True,False,False,1000,0,0,1000,Intel,3.1,,Xeon E3-1535M v6,3840,2160,8294400
Dell,Inspiron 7559,Gaming,15.6,Nvidia GeForce GTX 960<U+039C>,879,No Touchscreen,16,False,True,False,0,1000,0,1000,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,443,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 520,359,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,869,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.6,,Core i5 7300U,1366,768,1049088
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Nvidia GeForce GTX 1050,1168,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,569,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook 850,Ultrabook,15.6,Intel HD Graphics 620,1389,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
MSI,GT62VR 7RE,Gaming,15.6,Nvidia GeForce GTX 1070,2267,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,Intel HD Graphics 400,379,Touchscreen,4,True,False,False,32,0,0,32,Intel,1.6,,Celeron Quad Core N3160,1366,768,1049088
HP,ProBook 650,Notebook,14.0,Intel HD Graphics 620,1124,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i5 7300U,1366,768,1049088
Lenovo,ThinkPad T470,Notebook,14.0,Intel HD Graphics 520,1465,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,776,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Fujitsu,LifeBook A557,Notebook,15.6,Intel HD Graphics 620,799,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,932,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 920MX,899,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Mediacom,SmartBook 140,Notebook,14.0,Intel HD Graphics,239,No Touchscreen,2,True,False,False,32,0,0,32,Intel,1.44,,Atom x5-Z8350,1920,1080,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,468,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Intel HD Graphics 620,639,Touchscreen,6,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
